[2025-06-27 14:42:18] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:38] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 14:54:39] Allowed: Ether / IP / UDP 192.168.1.172:56629 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 14:54:39] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:56629 / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:09] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 2.17.250.27:https > 192.168.1.172:7255 FPA / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:7218 > 3.175.179.16:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 3.175.179.16:https > 192.168.1.172:7218 A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:4015 > 18.138.68.204:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / UDP 192.168.1.172:49437 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:49437 / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 18.138.68.204:https > 192.168.1.172:4015 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:10] Allowed: Ether / IP / TCP 192.168.1.172:4015 > 18.138.68.204:https A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7308 > 3.175.179.17:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 3.175.179.17:https > 192.168.1.172:7308 A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 104.16.102.112:https > 192.168.1.172:4005 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:4005 > 104.16.102.112:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 104.16.102.112:https > 192.168.1.172:4005 A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 140.82.113.22:https > 192.168.1.172:7303 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7303 > 140.82.113.22:https A | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:11] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https S | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https S | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 SA | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 SA | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 A | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:12] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 192.168.1.172:63002 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:63002 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 A / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7218 > 3.175.179.16:https FA | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7318 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7318 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 192.168.1.172:7319 > 52.168.117.174:https A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / TCP 52.168.117.174:https > 192.168.1.172:7319 A | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:13] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:14] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:14] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:15] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 15:15:15] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:15] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:15] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:15] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:15] Allowed: Ether / IP / TCP 2.17.250.27:https > 192.168.1.172:7255 FPA / Raw | Reason: Rule Passed
[2025-06-27 15:15:16] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:16] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:16] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:18] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:18] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:19] Allowed: Ether / IP / UDP 192.168.1.172:60860 > 172.217.170.202:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:19] Allowed: Ether / IP / UDP 172.217.170.202:https > 192.168.1.172:60860 / Raw | Reason: Rule Passed
[2025-06-27 15:15:19] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:19] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:19] Allowed: Ether / IP / TCP 192.168.1.172:7310 > 149.154.175.50:https FPA / Raw | Reason: Rule Passed
[2025-06-27 15:15:19] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / TCP 192.168.1.172:4015 > 18.138.68.204:https PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / TCP 192.168.1.172:7311 > 149.154.175.50:http FPA / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 192.168.1.172:49437 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / TCP 18.138.68.204:https > 192.168.1.172:4015 A | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / TCP 18.138.68.204:https > 192.168.1.172:4015 PA / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:49437 / Raw | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / TCP 192.168.1.172:4015 > 18.138.68.204:https A | Reason: Rule Passed
[2025-06-27 15:15:20] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
